--- Execution profile ---
Total samples       : 9832

          ns  percent  samples  top
    25000000    0.05%        5  DIR_Chunk* GrowableArrayWithAllocator<DIR_Chunk*, GrowableArray<DIR_Chunk*>>::insert_sorted<&DIR_Chunk::compare(DIR_Chunk* const&, DIR_Chunk* const&)>
    25000000    0.05%        5  PhaseIterGVN::subsume_node
    25000000    0.05%        5  java.lang.AbstractStringBuilder.needsNewBuffer
    20000000    0.04%        4  PhaseAggressiveCoalesce::insert_copies
    20000000    0.04%        4  org.eclipse.rdf4j.sail.lmdb.LmdbSailStore$LmdbSailSink.resolvePendingApproveValues
    20000000    0.04%        4  void ObjArrayKlass::oop_oop_iterate_elements_bounded<narrowOop, G1MarkAndPushClosure>
    20000000    0.04%        4  java.nio.Buffer.limit
    20000000    0.04%        4  PhaseCFG::schedule_pinned_nodes
    20000000    0.04%        4  I2C/C2I adapters(0xb)
    20000000    0.04%        4  java.util.HashMap.newNode
    20000000    0.04%        4  java.lang.String.charAt
    20000000    0.04%        4  java.lang.Long.valueOf
    20000000    0.04%        4  PhaseCCP::transform
    20000000    0.04%        4  BarrierSetAssembler::refine_register
    20000000    0.04%        4  G1HeapRegionClaimer::claim_region
    20000000    0.04%        4  BarrierSetC2::compute_liveness_at_stubs
    20000000    0.04%        4  G1FullGCMarker::mark_object
    20000000    0.04%        4  org.eclipse.rdf4j.common.net.ParsedIRI.advance
    20000000    0.04%        4  org.eclipse.rdf4j.common.net.ParsedIRI.parse
    20000000    0.04%        4  stub:pthread_jit_write_protect_np
    20000000    0.04%        4  Node::set_req_X
    20000000    0.04%        4  PhaseChaitin::merge_multidefs
    20000000    0.04%        4  PhaseIFG::SquareUp
    20000000    0.04%        4  org.eclipse.rdf4j.sail.lmdb.ValueStore.storeValues
    20000000    0.04%        4  PhaseIdealLoop::dom_lca_for_get_late_ctrl_internal
    20000000    0.04%        4  org.eclipse.rdf4j.sail.lmdb.ValueStore.literal2data
    20000000    0.04%        4  PhaseIterGVN::transform_old
    20000000    0.04%        4  org.eclipse.rdf4j.rio.turtle.TurtleParser.parseURI
    20000000    0.04%        4  ProjNode::is_CFG
    20000000    0.04%        4  org.eclipse.rdf4j.sail.lmdb.TripleStore.shouldFallBackFromAlignedWrite
    20000000    0.04%        4  org.eclipse.rdf4j.rio.turtle.TurtleUtil.isPN_CHARS
    20000000    0.04%        4  org.eclipse.rdf4j.sail.lmdb.LmdbSailStore.idleSpin
    20000000    0.04%        4  __unlink
    20000000    0.04%        4  org.eclipse.rdf4j.sail.base.SailSourceConnection.add
    15000000    0.03%        3  InstanceKlass::find_method_index
    15000000    0.03%        3  PhaseCCP::analyze
    15000000    0.03%        3  org.eclipse.rdf4j.rio.turtle.TurtleUtil.isWhitespace
    15000000    0.03%        3  __psynch_cvbroad
    15000000    0.03%        3  _platform_bzero
    15000000    0.03%        3  __munmap
    15000000    0.03%        3  LoadRangeNode::Opcode
    15000000    0.03%        3  Compile::update_dead_node_list
    15000000    0.03%        3  TypeInterfaces::initialize
    15000000    0.03%        3  Type::meet_helper
    15000000    0.03%        3  org.eclipse.rdf4j.sail.lmdb.ValueStore$BatchIdStorer.storeFirstLargeId
    15000000    0.03%        3  org.eclipse.rdf4j.sail.lmdb.ValueStore.getCachedStoredHash
    15000000    0.03%        3  SymbolTable::lookup_shared
    15000000    0.03%        3  org.eclipse.rdf4j.rio.turtle.TurtleParser.unread
    15000000    0.03%        3  org.eclipse.rdf4j.sail.lmdb.ValueStore.getId
    15000000    0.03%        3  PhiNode::Value
    15000000    0.03%        3  PhaseOutput::BuildOopMaps
