--- Execution profile ---
Total samples       : 2619

          ns  percent  samples  top
    25000000    0.19%        5  BarrierSetC2::compute_liveness_at_stubs
    25000000    0.19%        5  org.eclipse.collections.impl.map.mutable.primitive.ObjectIntHashMap.probe
    25000000    0.19%        5  org.eclipse.rdf4j.sail.lmdb.ValueStore$FreshValueEncoder.next
    25000000    0.19%        5  java.lang.String.codePointAt
    20000000    0.15%        4  itable stub
    20000000    0.15%        4  PhaseCCP::analyze
    20000000    0.15%        4  Node::add_req
    20000000    0.15%        4  IntervalWalker::walk_to
    20000000    0.15%        4  PhaseIterGVN::add_users_to_worklist
    20000000    0.15%        4  org.eclipse.rdf4j.common.net.ParsedIRI.advance
    20000000    0.15%        4  Type::Initialize_shared(Compile*)::$_0::__invoke
    20000000    0.15%        4  org.eclipse.rdf4j.model.base.AbstractLiteral.hashCode
    20000000    0.15%        4  PhaseChaitin::gather_lrg_masks
    20000000    0.15%        4  MacroAssembler::ldst_can_merge
    20000000    0.15%        4  PhaseIterGVN::subsume_node
    20000000    0.15%        4  org.eclipse.rdf4j.sail.lmdb.ValueStore.assignFreshValues
    20000000    0.15%        4  java.nio.Buffer.limit
    20000000    0.15%        4  LIR_OpVisitState::visit
    20000000    0.15%        4  java.util.LinkedHashMap$LinkedHashIterator.nextNode
    20000000    0.15%        4  checkcast_arraycopy
    20000000    0.15%        4  org.eclipse.rdf4j.rio.turtle.TurtleParser.parseURI
    20000000    0.15%        4  TypeOopPtr::TypeOopPtr
    20000000    0.15%        4  org.eclipse.rdf4j.rio.turtle.TurtleParser.skipWSC
    20000000    0.15%        4  RegionNode::Opcode
    20000000    0.15%        4  PhaseLive::compute
    20000000    0.15%        4  LinearScanWalker::alloc_free_reg
    20000000    0.15%        4  PhaseCCP::push_more_uses
    20000000    0.15%        4  DIR_Chunk* GrowableArrayWithAllocator<DIR_Chunk*, GrowableArray<DIR_Chunk*>>::insert_sorted<&DIR_Chunk::compare(DIR_Chunk* const&, DIR_Chunk* const&)>
    20000000    0.15%        4  void OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
    20000000    0.15%        4  PhaseAggressiveCoalesce::insert_copies
    20000000    0.15%        4  vtable stub
    20000000    0.15%        4  semaphore_wait_trap
    15000000    0.11%        3  ProjNode::is_CFG
    15000000    0.11%        3  bsearch
    15000000    0.11%        3  PhiNode::split_out_instance
    15000000    0.11%        3  java.util.ArrayList.add
    15000000    0.11%        3  RegMask::is_bound
    15000000    0.11%        3  java.util.LinkedHashMap.afterNodeAccess
    15000000    0.11%        3  java.nio.Buffer.<init>
    15000000    0.11%        3  sun.nio.cs.StreamDecoder.ensureOpen
    15000000    0.11%        3  PhaseIterGVN::add_users_of_use_to_worklist
    15000000    0.11%        3  Scheduling::AddNodeToBundle
    15000000    0.11%        3  stat64
    15000000    0.11%        3  SignatureStream::next
    15000000    0.11%        3  PhaseIdealLoop::dom_lca_for_get_late_ctrl_internal
    15000000    0.11%        3  org.eclipse.collections.impl.map.mutable.primitive.LongLongHashMap.addToValue
    15000000    0.11%        3  PhaseIdealLoop::build_loop_tree_impl
    15000000    0.11%        3  CProjNode::is_block_proj
    15000000    0.11%        3  SymbolTable::do_lookup
    15000000    0.11%        3  org.eclipse.rdf4j.sail.lmdb.util.IndexKeyWriters$$Lambda.0x00007ffc01109a28.write
    15000000    0.11%        3  PhaseChaitin::post_allocate_copy_removal
    15000000    0.11%        3  PhaseChaitin::build_ifg_virtual
    15000000    0.11%        3  Compile::final_graph_reshaping_walk
    15000000    0.11%        3  java.lang.Character.offsetByCodePoints
    15000000    0.11%        3  java.lang.Character.isSupplementaryCodePoint
    15000000    0.11%        3  PhaseCFG::schedule_local
    15000000    0.11%        3  PhaseCFG::schedule_early
    15000000    0.11%        3  PhaseCFG::partial_latency_of_defs
    15000000    0.11%        3  ConnectionGraph::split_unique_types
    15000000    0.11%        3  org.eclipse.rdf4j.rio.turtle.TurtleUtil.isPN_CHARS_BASE
    15000000    0.11%        3  org.eclipse.collections.impl.map.mutable.primitive.ObjectLongHashMap.getIfAbsent
    15000000    0.11%        3  java.io.FilterReader.read
    15000000    0.11%        3  org.eclipse.collections.impl.map.mutable.primitive.ObjectLongHashMap.nullSafeEquals
    15000000    0.11%        3  I2C/C2I adapters(0xba)
    15000000    0.11%        3  Node::clone
    15000000    0.11%        3  I2C/C2I adapters(0xb)
    15000000    0.11%        3  org.eclipse.rdf4j.common.net.ParsedIRI.lambda$static$0
    15000000    0.11%        3  iRegPNoSpOper::type
    15000000    0.11%        3  Dict::Insert
    15000000    0.11%        3  org.eclipse.rdf4j.rio.turtle.TurtleParser.parseQNameOrBoolean
    15000000    0.11%        3  _tlv_get_addr
    15000000    0.11%        3  FieldInfoReader::read_field_info
    15000000    0.11%        3  fwd_copy_again
    15000000    0.11%        3  org.eclipse.rdf4j.model.base.AbstractBNode.hashCode
    15000000    0.11%        3  Node_Backward_Iterator::next
    15000000    0.11%        3  org.eclipse.rdf4j.model.impl.SimpleIRI.hashCode
    10000000    0.08%        2  PhaseCCP::push_and
    10000000    0.08%        2  PhiNode::Opcode
    10000000    0.08%        2  Node::set_req
    10000000    0.08%        2  org.eclipse.rdf4j.rio.RioConfig.get
    10000000    0.08%        2  Node::unique_ctrl_out_or_null
    10000000    0.08%        2  NodeHash::hash_delete
    10000000    0.08%        2  G1MergeHeapRootsTask::G1MergeLogBufferCardsClosure::do_card_ptr
    10000000    0.08%        2  org.eclipse.rdf4j.rio.helpers.RDFParserHelper.createLiteral
    10000000    0.08%        2  Node_Array::insert
    10000000    0.08%        2  cmpP_imm0_branchNode::ideal_Opcode
    10000000    0.08%        2  copy_byte_f
    10000000    0.08%        2  branchNode::is_block_proj
    10000000    0.08%        2  Node::is_dead_loop_safe
    10000000    0.08%        2  Node::is_data_proj_of_pure_function
    10000000    0.08%        2  org.eclipse.rdf4j.common.net.ParsedIRI.peek
    10000000    0.08%        2  Dictionary::find_class
    10000000    0.08%        2  org.eclipse.rdf4j.common.net.ParsedIRI.parse
    10000000    0.08%        2  DebugInformationRecorder::serialize_scope_values
    10000000    0.08%        2  Parse::do_one_bytecode
    10000000    0.08%        2  __unlink
    10000000    0.08%        2  ParsePredicate::init_parse_predicate
    10000000    0.08%        2  org.eclipse.rdf4j.rio.turtle.TurtleParser.unread
    10000000    0.08%        2  org.eclipse.collections.impl.map.mutable.primitive.ObjectLongHashMap.addKeyValueAtIndex
    10000000    0.08%        2  org.eclipse.rdf4j.rio.turtle.TurtleUtil.isWhitespace
    10000000    0.08%        2  org.eclipse.collections.impl.map.mutable.primitive.ObjectIntHashMap.toNonSentinel
    10000000    0.08%        2  java.nio.DirectByteBuffer.putShort
    10000000    0.08%        2  java.nio.ByteBuffer.hasArray
    10000000    0.08%        2  [unknown]
    10000000    0.08%        2  PhaseCCP::push_catch
