--- Execution profile ---
Total samples       : 5445

          ns  percent  samples  top
    55000000    0.20%       11  PhaseChaitin::Split
    50000000    0.18%       10  G1HeapRegion::fill_range_with_dead_objects
    50000000    0.18%       10  ObjArrayAllocator::initialize
    50000000    0.18%       10  G1ParScanThreadState::allocate_copy_slow
    50000000    0.18%       10  unsafe_arraycopy_stub
    50000000    0.18%       10  java.util.Arrays.binarySearch0
    50000000    0.18%       10  G1PostEvacuateCollectionSetCleanupTask1::RestoreEvacFailureRegionsTask::do_work
    50000000    0.18%       10  java.util.Objects.checkIndex
    45000000    0.17%        9  void G1ScanClosureBase::handle_non_cset_obj_common<narrowOop>
    45000000    0.17%        9  Arena::contains
    45000000    0.17%        9  jbyte_arraycopy_stub
    45000000    0.17%        9  G1CollectedHeap::mark_evac_failure_object
    45000000    0.17%        9  G1CMTask::make_reference_grey
    40000000    0.15%        8  HandleMark::initialize
    40000000    0.15%        8  Dict::Insert
    40000000    0.15%        8  PhaseChaitin::gather_lrg_masks
    40000000    0.15%        8  /private/var/folders/0m/x3jzy4t15djd88znchzzx1_h0000gn/T/lwjgl_havardottestad/3.3.6-snapshot/arm64/liblwjgl_lmdb.dylib
    40000000    0.15%        8  org.eclipse.rdf4j.sail.lmdb.PackedStatementList.valueId
    40000000    0.15%        8  __rmdir
    40000000    0.15%        8  G1BlockOffsetTable::update_for_block_work
    40000000    0.15%        8  sun.nio.cs.UTF_8$Decoder.decodeArrayLoop
    40000000    0.15%        8  java.lang.String.equals
    40000000    0.15%        8  IndexSetIterator::advance_and_next
    40000000    0.15%        8  PhaseChaitin::elide_copy
    40000000    0.15%        8  G1FullGCResetMetadataTask::G1ResetMetadataClosure::scrub_skip_compacting_region
    40000000    0.15%        8  org.eclipse.rdf4j.model.impl.GenericStatement.getObject
    35000000    0.13%        7  java.lang.String.length
    35000000    0.13%        7  org.eclipse.rdf4j.model.base.AbstractLiteral.equals
    35000000    0.13%        7  GenericTaskQueueSet<OverflowTaskQueue<ScannerTask, (MemTag)5, 131072u>, (MemTag)5>::steal_best_of_2
