--- Execution profile ---
Total samples       : 6594

          ns  percent  samples  top
    15000000    0.05%        3  MachCallJavaNode::in_RegMask
    15000000    0.05%        3  PhaseIterGVN::remove_globally_dead_node
    15000000    0.05%        3  PhaseIdealLoop::split_if_with_blocks_post
    15000000    0.05%        3  CmpINode::Opcode
    15000000    0.05%        3  _platform_bzero
    15000000    0.05%        3  org.eclipse.rdf4j.sail.lmdb.model.LmdbLiteral.equals
    15000000    0.05%        3  org.eclipse.rdf4j.sail.lmdb.model.LmdbBNode.hashCode
    15000000    0.05%        3  mkdir
    15000000    0.05%        3  _platform_strcmp$VARIANT$Base
    15000000    0.05%        3  org.eclipse.rdf4j.sail.lmdb.Varint.descriptor
    15000000    0.05%        3  PhaseChaitin::merge_multidefs
    15000000    0.05%        3  PhaseChaitin::compute_initial_block_pressure
    15000000    0.05%        3  org.eclipse.rdf4j.sail.lmdb.ValueStore.getLmdbValue
