--- Execution profile ---
Total samples       : 6447

          ns  percent  samples  top
    50000000    0.16%       10  PhaseLive::compute
    50000000    0.16%       10  PhaseChaitin::Split
    50000000    0.16%       10  G1CardSet::add_card
    50000000    0.16%       10  PhaseChaitin::elide_copy
    50000000    0.16%       10  org.eclipse.rdf4j.sail.helpers.AbstractSailConnection.setStatementsAdded
    50000000    0.16%       10  java.util.ArrayList.add
    50000000    0.16%       10  sun.nio.cs.UTF_8$Decoder.decodeArrayLoop
    50000000    0.16%       10  org.lwjgl.system.MemoryUtil.wrapBufferByte
    45000000    0.14%        9  __unlink
    45000000    0.14%        9  java.lang.Character.offsetByCodePoints
    45000000    0.14%        9  org.eclipse.rdf4j.sail.lmdb.Varint.descriptor
    40000000    0.12%        8  copy_byte_f
    40000000    0.12%        8  org.eclipse.rdf4j.sail.lmdb.benchmark.DatagovLoadIsolationBenchmark.loadDatagovFileInBatchesInternal
    40000000    0.12%        8  java.nio.HeapCharBuffer.<init>
    40000000    0.12%        8  G1CardSet::add_to_container
    40000000    0.12%        8  java.lang.String.checkIndex
    40000000    0.12%        8  org.eclipse.collections.impl.map.mutable.primitive.ObjectIntHashMap.getIfAbsent
    40000000    0.12%        8  java.nio.Buffer.position
    40000000    0.12%        8  G1FullGCResetMetadataTask::G1ResetMetadataClosure::scrub_skip_compacting_region
    40000000    0.12%        8  G1MergeHeapRootsTask::G1MergeLogBufferCardsClosure::do_card_ptr
    35000000    0.11%        7  java.lang.String.encodeUTF8_UTF16
    35000000    0.11%        7  updateBytesCRC32
    35000000    0.11%        7  vtable stub
    35000000    0.11%        7  org.eclipse.collections.impl.map.mutable.primitive.LongLongHashMap.probe
    35000000    0.11%        7  org.eclipse.rdf4j.sail.lmdb.ValueStore.addPreparedValueRecord
    35000000    0.11%        7  Matcher::xform
    35000000    0.11%        7  G1FullGCMarker::publish_and_drain_oop_tasks
    35000000    0.11%        7  DIR_Chunk* GrowableArrayWithAllocator<DIR_Chunk*, GrowableArray<DIR_Chunk*>>::insert_sorted<&DIR_Chunk::compare(DIR_Chunk* const&, DIR_Chunk* const&)>
    35000000    0.11%        7  org.eclipse.collections.impl.map.mutable.primitive.ObjectIntHashMap.nullSafeEquals
    35000000    0.11%        7  G1CMTask::drain_local_queue
    35000000    0.11%        7  __open
    35000000    0.11%        7  G1CardSet::add_to_array
    35000000    0.11%        7  _tlv_get_addr
    35000000    0.11%        7  os::javaTimeNanos
    35000000    0.11%        7  pthread_jit_write_protect_np
    35000000    0.11%        7  java.nio.DirectByteBuffer.putInt
    35000000    0.11%        7  java.util.LinkedHashMap.afterNodeAccess
    35000000    0.11%        7  PhaseIdealLoop::build_loop_early
    35000000    0.11%        7  sun.nio.cs.StreamDecoder.read
    35000000    0.11%        7  java.nio.DirectByteBuffer.putShort
    35000000    0.11%        7  G1CardSet::add_to_howl
    35000000    0.11%        7  G1HeapRegion::fill_range_with_dead_objects
    30000000    0.09%        6  org.eclipse.rdf4j.sail.lmdb.IdentityValueIntCache.get
    30000000    0.09%        6  vmSymbols::find_sid
    30000000    0.09%        6  org.eclipse.rdf4j.sail.lmdb.LmdbSailStore$LmdbSailSink.reorder
    30000000    0.09%        6  PhaseIdealLoop::build_loop_late_post_work
    30000000    0.09%        6  org.eclipse.rdf4j.sail.lmdb.util.IndexKeyWriters$CachingKeyWriter.write
    30000000    0.09%        6  java.nio.CharBuffer.wrap
    30000000    0.09%        6  org.eclipse.rdf4j.sail.base.SailSourceConnection.add
    30000000    0.09%        6  Compile::identify_useful_nodes
    30000000    0.09%        6  org.eclipse.collections.impl.map.mutable.primitive.ObjectLongHashMap.getIfAbsent
    30000000    0.09%        6  __psynch_mutexdrop
    30000000    0.09%        6  Type::Initialize_shared(Compile*)::$_0::__invoke
    30000000    0.09%        6  org.eclipse.rdf4j.sail.lmdb.TripleStore.storeTriplesAligned
    30000000    0.09%        6  Node::set_req_X
    30000000    0.09%        6  java.nio.Buffer.<init>
    30000000    0.09%        6  java.lang.StringUTF16.compress
    30000000    0.09%        6  org.eclipse.rdf4j.common.net.ParsedIRI.peek
    30000000    0.09%        6  Dict::Insert
    30000000    0.09%        6  org.eclipse.collections.impl.map.mutable.primitive.ObjectLongHashMap.spread
    30000000    0.09%        6  PhaseLive::add_liveout
    25000000    0.08%        5  org.eclipse.collections.impl.map.mutable.primitive.LongLongHashMap.probeTwo
    25000000    0.08%        5  org.eclipse.rdf4j.model.base.AbstractLiteral.equals
    25000000    0.08%        5  java.lang.String.length
    25000000    0.08%        5  Node_Array::insert
    25000000    0.08%        5  void OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
    25000000    0.08%        5  BarrierSetC2::compute_liveness_at_stubs
    25000000    0.08%        5  Matcher::Label_Root
    25000000    0.08%        5  PhaseChaitin::gather_lrg_masks
    25000000    0.08%        5  InstanceKlass::find_method_index
    25000000    0.08%        5  PhaseChaitin::post_allocate_copy_removal
    25000000    0.08%        5  PhaseIFG::effective_degree
    25000000    0.08%        5  java.lang.AbstractStringBuilder.append
    25000000    0.08%        5  PhaseIdealLoop::build_loop_late
    25000000    0.08%        5  pwrite
    25000000    0.08%        5  java.nio.HeapByteBuffer.put
    25000000    0.08%        5  java.io.FilterReader.read
    25000000    0.08%        5  org.eclipse.rdf4j.sail.lmdb.ValueStore.literal2data
    25000000    0.08%        5  G1ParScanThreadState::record_evacuation_failed_region
    25000000    0.08%        5  G1ParScanThreadState::allocate_copy_slow
    25000000    0.08%        5  MultiNode::is_CFG
    25000000    0.08%        5  org.eclipse.collections.impl.map.mutable.primitive.ObjectIntHashMap.addKeyValueAtIndex
    25000000    0.08%        5  PhiNode::is_unsafe_data_reference
    25000000    0.08%        5  SignatureStream::next
    25000000    0.08%        5  org.eclipse.rdf4j.sail.lmdb.TripleIndex.toKey
    25000000    0.08%        5  java.lang.String.hashCode
    25000000    0.08%        5  Compile::find_alias_type
    25000000    0.08%        5  G1CMObjArrayProcessor::should_be_sliced
    25000000    0.08%        5  org.eclipse.collections.impl.map.mutable.primitive.ObjectLongHashMap.rehash
    25000000    0.08%        5  org.eclipse.rdf4j.sail.lmdb.PreparedStatementBatch$Builder.add
    25000000    0.08%        5  org.eclipse.rdf4j.sail.lmdb.LmdbSailStore$LmdbSailSink.sortForIndex
    20000000    0.06%        4  Unique_Node_List::remove
    20000000    0.06%        4  Node::Node
    20000000    0.06%        4  org.eclipse.rdf4j.common.net.ParsedIRI.advance
    20000000    0.06%        4  org.eclipse.collections.impl.map.mutable.primitive.ObjectLongHashMap.addKeyValueAtIndex
    20000000    0.06%        4  org.eclipse.collections.impl.map.mutable.primitive.ObjectIntHashMap.spread
