--- Execution profile ---
Total samples       : 10921

          ns  percent  samples  top
    20000000    0.04%        4  org.eclipse.rdf4j.model.impl.GenericStatement.<init>
    20000000    0.04%        4  Compile::final_graph_reshaping_walk
    20000000    0.04%        4  Compile::identify_useful_nodes
    20000000    0.04%        4  java.time.format.DateTimePrintContext.getValue
    20000000    0.04%        4  java.util.ArrayList.add
    20000000    0.04%        4  java.util.Arrays.copyOf
    20000000    0.04%        4  org.eclipse.rdf4j.sail.lmdb.IdentityValueIntCache.slot
    20000000    0.04%        4  org.eclipse.rdf4j.benchmark.rio.util.ThemeDataSetGenerator.randomSentence
    20000000    0.04%        4  DebugInformationRecorder::describe_scope
    20000000    0.04%        4  PhaseChaitin::Select
    20000000    0.04%        4  java.util.concurrent.ConcurrentHashMap.casTabAt
    20000000    0.04%        4  G1CollectionSet::iterate
    20000000    0.04%        4  org.eclipse.rdf4j.sail.lmdb.ValueStore.storeValues
    20000000    0.04%        4  mach_absolute_time
    20000000    0.04%        4  G1RebuildRSAndScrubTask::G1RebuildRSAndScrubRegionClosure::scan_and_scrub_region
    20000000    0.04%        4  org.eclipse.collections.impl.map.mutable.primitive.ObjectIntHashMap.isNonSentinel
    20000000    0.04%        4  org.eclipse.collections.impl.map.mutable.primitive.ObjectIntHashMap.put
    20000000    0.04%        4  org.eclipse.collections.impl.map.mutable.primitive.ObjectIntHashMap.toNonSentinel
    15000000    0.03%        3  TypeNode::bottom_type
    15000000    0.03%        3  PhaseCFG::schedule_local
    15000000    0.03%        3  TypeNode::hash
    15000000    0.03%        3  org.eclipse.rdf4j.sail.lmdb.ValueStore.getLmdbValue
    15000000    0.03%        3  I2C/C2I adapters(0xba)
    15000000    0.03%        3  LinearScan::build_intervals
    15000000    0.03%        3  void OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
    15000000    0.03%        3  [unknown]
    15000000    0.03%        3  BarrierSetAssembler::refine_register
    15000000    0.03%        3  vmSymbols::find_sid
    15000000    0.03%        3  unsafe_arraycopy
    15000000    0.03%        3  _qsort
    15000000    0.03%        3  Node::disconnect_inputs
    15000000    0.03%        3  Node::dominates
    15000000    0.03%        3  _xzm_free
    15000000    0.03%        3  org.eclipse.collections.impl.map.mutable.primitive.ObjectIntHashMap.getIfAbsent
    15000000    0.03%        3  org.eclipse.rdf4j.sail.lmdb.ValueStore.lambda$incrementRefCount$0
    15000000    0.03%        3  LIR_OpVisitState::visit
    15000000    0.03%        3  sun.misc.Unsafe.getLong
    15000000    0.03%        3  RegionNode::Opcode
    15000000    0.03%        3  RegMask::is_misaligned_pair
