rule,target,observation,context,status,reference
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,RDF4J_RUNTIME,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,Duplicate UNION branches are removed only when multiplicity is hidden by SET or ASK observation
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,RDF4J_RUNTIME,ASK,TOP_LEVEL_EMPTY,THEOREM,Rdf4jEquivalenceFormal.reference_union_ask_idempotent via equivalent_in_every_context
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,RDF4J_RUNTIME,ASK,ALL_BINDINGS,THEOREM,Rdf4jEquivalenceFormal.reference_union_ask_idempotent via equivalent_in_every_context
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_1,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,Duplicate UNION branches are removed only when multiplicity is hidden by SET or ASK observation
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_1,BAG,ALL_BINDINGS,INAPPLICABLE,Duplicate UNION branches are removed only when multiplicity is hidden by SET or ASK observation
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_1,SET,TOP_LEVEL_EMPTY,THEOREM,Rdf4jEquivalenceFormal.reference_union_set_idempotent via equivalent_in_every_context
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_1,SET,ALL_BINDINGS,THEOREM,Rdf4jEquivalenceFormal.reference_union_set_idempotent via equivalent_in_every_context
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_1,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,Duplicate UNION branches are removed only when multiplicity is hidden by SET or ASK observation
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_1,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,Duplicate UNION branches are removed only when multiplicity is hidden by SET or ASK observation
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_1,ASK,TOP_LEVEL_EMPTY,THEOREM,Rdf4jEquivalenceFormal.reference_union_ask_idempotent via equivalent_in_every_context
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_1,ASK,ALL_BINDINGS,THEOREM,Rdf4jEquivalenceFormal.reference_union_ask_idempotent via equivalent_in_every_context
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_2_DRAFT_2026_06_05,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,Duplicate UNION branches are removed only when multiplicity is hidden by SET or ASK observation
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_2_DRAFT_2026_06_05,BAG,ALL_BINDINGS,INAPPLICABLE,Duplicate UNION branches are removed only when multiplicity is hidden by SET or ASK observation
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_2_DRAFT_2026_06_05,SET,TOP_LEVEL_EMPTY,THEOREM,Rdf4jEquivalenceFormal.reference_union_set_idempotent via equivalent_in_every_context
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_2_DRAFT_2026_06_05,SET,ALL_BINDINGS,THEOREM,Rdf4jEquivalenceFormal.reference_union_set_idempotent via equivalent_in_every_context
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_2_DRAFT_2026_06_05,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,Duplicate UNION branches are removed only when multiplicity is hidden by SET or ASK observation
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_2_DRAFT_2026_06_05,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,Duplicate UNION branches are removed only when multiplicity is hidden by SET or ASK observation
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_2_DRAFT_2026_06_05,ASK,TOP_LEVEL_EMPTY,THEOREM,Rdf4jEquivalenceFormal.reference_union_ask_idempotent via equivalent_in_every_context
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,SPARQL_1_2_DRAFT_2026_06_05,ASK,ALL_BINDINGS,THEOREM,Rdf4jEquivalenceFormal.reference_union_ask_idempotent via equivalent_in_every_context
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,BOTH_1_1_AND_1_2,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,Duplicate UNION branches are removed only when multiplicity is hidden by SET or ASK observation
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,BOTH_1_1_AND_1_2,BAG,ALL_BINDINGS,INAPPLICABLE,Duplicate UNION branches are removed only when multiplicity is hidden by SET or ASK observation
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,BOTH_1_1_AND_1_2,SET,TOP_LEVEL_EMPTY,THEOREM,Rdf4jEquivalenceFormal.reference_union_set_idempotent via equivalent_in_every_context
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,BOTH_1_1_AND_1_2,SET,ALL_BINDINGS,THEOREM,Rdf4jEquivalenceFormal.reference_union_set_idempotent via equivalent_in_every_context
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,BOTH_1_1_AND_1_2,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,Duplicate UNION branches are removed only when multiplicity is hidden by SET or ASK observation
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,BOTH_1_1_AND_1_2,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,Duplicate UNION branches are removed only when multiplicity is hidden by SET or ASK observation
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,BOTH_1_1_AND_1_2,ASK,TOP_LEVEL_EMPTY,THEOREM,Rdf4jEquivalenceFormal.reference_union_ask_idempotent via equivalent_in_every_context
UNION_IDEMPOTENT_UNDER_SET_OBSERVATION,BOTH_1_1_AND_1_2,ASK,ALL_BINDINGS,THEOREM,Rdf4jEquivalenceFormal.reference_union_ask_idempotent via equivalent_in_every_context
FILTER_DISTRIBUTES_OVER_UNION,RDF4J_RUNTIME,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,RDF4J_RUNTIME,BAG,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,RDF4J_RUNTIME,SET,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,RDF4J_RUNTIME,SET,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,RDF4J_RUNTIME,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,RDF4J_RUNTIME,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,RDF4J_RUNTIME,ASK,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,RDF4J_RUNTIME,ASK,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_1,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_1,BAG,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_1,SET,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_1,SET,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_1,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_1,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_1,ASK,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_1,ASK,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_2_DRAFT_2026_06_05,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_2_DRAFT_2026_06_05,BAG,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_2_DRAFT_2026_06_05,SET,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_2_DRAFT_2026_06_05,SET,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_2_DRAFT_2026_06_05,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_2_DRAFT_2026_06_05,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_2_DRAFT_2026_06_05,ASK,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,SPARQL_1_2_DRAFT_2026_06_05,ASK,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,BOTH_1_1_AND_1_2,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,BOTH_1_1_AND_1_2,BAG,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,BOTH_1_1_AND_1_2,SET,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,BOTH_1_1_AND_1_2,SET,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,BOTH_1_1_AND_1_2,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,BOTH_1_1_AND_1_2,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,BOTH_1_1_AND_1_2,ASK,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_DISTRIBUTES_OVER_UNION,BOTH_1_1_AND_1_2,ASK,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,RDF4J_RUNTIME,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,RDF4J_RUNTIME,BAG,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,RDF4J_RUNTIME,SET,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,RDF4J_RUNTIME,SET,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,RDF4J_RUNTIME,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,RDF4J_RUNTIME,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,RDF4J_RUNTIME,ASK,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,RDF4J_RUNTIME,ASK,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_1,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_1,BAG,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_1,SET,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_1,SET,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_1,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_1,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_1,ASK,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_1,ASK,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_2_DRAFT_2026_06_05,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_2_DRAFT_2026_06_05,BAG,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_2_DRAFT_2026_06_05,SET,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_2_DRAFT_2026_06_05,SET,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_2_DRAFT_2026_06_05,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_2_DRAFT_2026_06_05,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_2_DRAFT_2026_06_05,ASK,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,SPARQL_1_2_DRAFT_2026_06_05,ASK,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,BOTH_1_1_AND_1_2,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,BOTH_1_1_AND_1_2,BAG,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,BOTH_1_1_AND_1_2,SET,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,BOTH_1_1_AND_1_2,SET,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,BOTH_1_1_AND_1_2,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,BOTH_1_1_AND_1_2,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,BOTH_1_1_AND_1_2,ASK,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_LEFT,BOTH_1_1_AND_1_2,ASK,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,RDF4J_RUNTIME,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,RDF4J_RUNTIME,BAG,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,RDF4J_RUNTIME,SET,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,RDF4J_RUNTIME,SET,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,RDF4J_RUNTIME,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,RDF4J_RUNTIME,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,RDF4J_RUNTIME,ASK,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,RDF4J_RUNTIME,ASK,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_1,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_1,BAG,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_1,SET,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_1,SET,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_1,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_1,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_1,ASK,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_1,ASK,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_2_DRAFT_2026_06_05,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_2_DRAFT_2026_06_05,BAG,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_2_DRAFT_2026_06_05,SET,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_2_DRAFT_2026_06_05,SET,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_2_DRAFT_2026_06_05,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_2_DRAFT_2026_06_05,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_2_DRAFT_2026_06_05,ASK,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,SPARQL_1_2_DRAFT_2026_06_05,ASK,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,BOTH_1_1_AND_1_2,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,BOTH_1_1_AND_1_2,BAG,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,BOTH_1_1_AND_1_2,SET,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,BOTH_1_1_AND_1_2,SET,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,BOTH_1_1_AND_1_2,SEQUENCE,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,BOTH_1_1_AND_1_2,SEQUENCE,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,BOTH_1_1_AND_1_2,ASK,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_JOIN_RIGHT,BOTH_1_1_AND_1_2,ASK,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_LEFT_JOIN_LEFT,RDF4J_RUNTIME,BAG,TOP_LEVEL_EMPTY,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
FILTER_PUSHED_TO_LEFT_JOIN_LEFT,RDF4J_RUNTIME,BAG,ALL_BINDINGS,INAPPLICABLE,CertifiedRuleRegistry disables this rule until its totality/error and Java-to-Lean step-replay obligations are discharged
