queryLabel,mode,seed,variant,runtimeMedianMs,legacyMedianMs,slowdownPct,reason,selectedPlanSignature
LIBRARY#8,WARM_SHARED,7,DP_TOP1,142.934,100.029,42.892561157264396,high_uncertainty,"[5,4,2,0,6,3,1]"
LIBRARY#8,WARM_SHARED,7,DP_TOP3,142.194,100.029,42.152775695048426,high_uncertainty,"[5,4,2,0,6,3,1]"
